reference_ri,compound_name,source_database,source_record_id,inchikey,plant_source,literature_reference,column_name,stationary_phase,index_type,instrument_type,spectrum_available,source_file,method_notes
981.0,β-pinene,RI_Library,RI_Library.csv:58,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
981.0,β-pinene,RI_Library,RI_Library.csv:59,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
981.0,β-pinene,RI_Library,RI_Library.csv:60,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
982.0,β-pinene,RI_Library,RI_Library.csv:62,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
983.0,linalool oxide (dehydroxy-trans),MoNA Volatile FiehnLib,FiehnLibVolatile0125,XIGFNCYVSHOLIF-VHSXEESVSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
983.0,6-methyl-5-hepten-2-one,RI_Library,RI_Library.csv:63,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
984.0,benzonitrile,MoNA Volatile FiehnLib,FiehnLibVolatile0159,JFDZBHWFFUWGJE-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
985.0,ethyl hexanoate,MoNA Volatile FiehnLib,FiehnLibVolatile0035,SHZIWNPUGXLXDT-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
985.0,6-methyl-5-hepten-2-one,RI_Library,RI_Library.csv:64,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
986.0,octanol (3-),MoNA Volatile FiehnLib,FiehnLibVolatile0029,NMRPBPVERJPACX-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
986.0,6-methyl-5-hepten-2-one,RI_Library,RI_Library.csv:65,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
986.0,6-methyl-5-heptene-2-one,RI_Library,RI_Library.csv:66,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
987.0,decane,MoNA Volatile FiehnLib,FiehnLibVolatile0184,DIOQZVSQGTUSAI-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
987.0,6-methyl-5-hepten-2-one,RI_Library,RI_Library.csv:67,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
987.0,6-methyl-5-hepten-2-one,RI_Library,RI_Library.csv:68,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
990.0,octanol (2-),MoNA Volatile FiehnLib,FiehnLibVolatile0182,SJWFXCIHNDVPSH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
991.0,hexenyl acetate (3e-),MoNA Volatile FiehnLib,FiehnLibVolatile0081,NPFVOOAXDOBMCE-SNAWJCMRSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
991.0,"dehydro-1,8-cineole",RI_Library,RI_Library.csv:69,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
991.0,myrcene,RI_Library,RI_Library.csv:70,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
991.0,myrcene,RI_Library,RI_Library.csv:71,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
991.0,rnyrcene,RI_Library,RI_Library.csv:72,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
992.0,myrcene,RI_Library,RI_Library.csv:73,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
992.0,myrcene,RI_Library,RI_Library.csv:74,,CELAS2,"Lucero et. al., in Sosebee, D. et. al. (Editors), 13th Wildland Shrub Symposium:  Shrubland Dynamics: Fire & Water, U.S. Department of Agriculture, Forest Service, Rocky Mountain Research Station., Lubbock, TX, USA, 2004, p. 142.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
992.0,myrcene,RI_Library,RI_Library.csv:75,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
992.0,myrcene,RI_Library,RI_Library.csv:76,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
992.0,myrcrene,RI_Library,RI_Library.csv:77,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
993.0,myrcene,RI_Library,RI_Library.csv:78,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
994.0,6-methyl-5-hepten-2-ol,RI_Library,RI_Library.csv:79,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
995.0,octanal,MoNA Volatile FiehnLib,FiehnLibVolatile0023,NUJGJRNETVAIRJ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
997.0,hexyl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0069,AOGQPLXWSUTHQB-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
997.0,yomogi alcohol,RI_Library,RI_Library.csv:80,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
999.0,linalool oxide (dehydroxy-cis-),MoNA Volatile FiehnLib,FiehnLibVolatile0131,XIGFNCYVSHOLIF-NXEZZACHSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1000.0,decane,IPPN-UFRJ measured n-alkane standards,IPPN-STD-C10,,,"Measured C8–C30 n-alkane calibration supplied by Ricardo M Borges, IPPN-UFRJ",DB-5MS,5% phenyl / 95% dimethylpolysiloxane,linear retention index; n-alkane calibration point,GC-MS,not provided,KOVATS_from_MZMine2.53(1).csv,"Known n-alkane standard; measured RT 446.10 s (7.4350 min). RI 1000 by definition at this calibration point. Same-run calibration, not independent validation of compound identity."
1001.0,n-octanal,RI_Library,RI_Library.csv:81,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1004.0,a-phellandrene,RI_Library,RI_Library.csv:82,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1004.0,a-phellandrene,RI_Library,RI_Library.csv:83,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1004.0,a-phellandrene,RI_Library,RI_Library.csv:84,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1006.0,"heptadienal (2e,4e-)",MoNA Volatile FiehnLib,FiehnLibVolatile0057,SATICYYAWWYRAM-VNKDHWASSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1006.0,a-phellandrene,RI_Library,RI_Library.csv:85,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1006.0,a-phellandrene,RI_Library,RI_Library.csv:86,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1006.0,a-phellandrene,RI_Library,RI_Library.csv:87,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1007.0,carene (delta-3-),MoNA Volatile FiehnLib,FiehnLibVolatile0163,BQOFWKZOCNGFEC-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1007.0,dichlorobenzene,MoNA Volatile FiehnLib,FiehnLibVolatile0070,RFFLAFLAYFXFSW-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1007.0,α-phellandrene,RI_Library,RI_Library.csv:88,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1011.0,d-3-carene,RI_Library,RI_Library.csv:89,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1011.0,δ-3-carene,RI_Library,RI_Library.csv:90,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1011.0,δ-3-carene,RI_Library,RI_Library.csv:91,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1012.0,δ-3-carene,RI_Library,RI_Library.csv:92,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1013.0,δ-3-carene,RI_Library,RI_Library.csv:93,,CELAS2,"Lucero et. al., in Sosebee, D. et. al. (Editors), 13th Wildland Shrub Symposium:  Shrubland Dynamics: Fire & Water, U.S. Department of Agriculture, Forest Service, Rocky Mountain Research Station., Lubbock, TX, USA, 2004, p. 142.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1013.0,δ-3-carene,RI_Library,RI_Library.csv:94,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1014.0,δ-3-carene,RI_Library,RI_Library.csv:95,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1017.0,α-terpinene,RI_Library,RI_Library.csv:96,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1017.0,α-terpinene,RI_Library,RI_Library.csv:97,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1018.0,α-terpinene,RI_Library,RI_Library.csv:98,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1019.0,α-terpinene,RI_Library,RI_Library.csv:99,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1019.0,α-terpinene,RI_Library,RI_Library.csv:100,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1020.0,ethylhexanol,MoNA Volatile FiehnLib,FiehnLibVolatile0018,YIWUKEYIRIRTPP-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1020.0,α-terpinene,RI_Library,RI_Library.csv:101,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1021.0,p-methylanisole,RI_Library,RI_Library.csv:102,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1022.0,cymene (ortho-),MoNA Volatile FiehnLib,FiehnLibVolatile0212,WWRCMNKATXZARA-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1024.0,r-cymene,RI_Library,RI_Library.csv:103,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1025.0,limonene,MoNA Volatile FiehnLib,FiehnLibVolatile0195,XMGQYMWWDOXHJM-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1025.0,p-cymene,RI_Library,RI_Library.csv:104,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1025.0,r-cymene,RI_Library,RI_Library.csv:105,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1025.0,r-cymene,RI_Library,RI_Library.csv:106,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1027.0,o-cymene,RI_Library,RI_Library.csv:107,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1027.0,r-cymene,RI_Library,RI_Library.csv:108,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
